10	300
20110423_0286	0	852
20110423_0286	0	869
20110423_0286	0	855
20110423_0286	0	849
20110423_0292	0	801
20110423_0319	0	825
20110423_0319	0	815
20110423_0319	0	811
20110423_0319	0	827
20110423_0326	0	938
20110423_0328	0	954
20110423_0330	0	918
20110423_0330	0	896
20110423_0330	0	911
20110423_0330	0	920
20110423_0356	0	906
20110423_0356	0	899
20110423_0356	0	898
20110423_0356	0	909
20110423_0356	0	915
20110423_0356	0	907
20110423_0356	0	901
20110423_0360	0	1190
20110423_0360	0	1200
20110423_0360	0	1208
20110423_0369	0	994
20110423_0369	0	1003
20110423_0369	0	987
20110423_0369	0	1005
20110423_0369	0	1004
20110424_0014	0	825
20110424_0014	0	816
20110424_0014	0	831
20110424_0014	0	834
20110424_0014	0	826
20110424_0014	0	822
20110424_0019	0	910
20110424_0019	0	905
20110424_0019	0	906
20110424_0034	0	1150
20110424_0034	0	1149
20110424_0034	0	1167
20110424_0039	0	1036
20110424_0039	0	1030
20110424_0075	0	966
20110424_0092	0	848
20110424_0092	0	862
20110424_0123	0	892
20110424_0123	0	869
20110424_0123	0	868
20110424_0125	0	834
20110424_0125	0	855
20110424_0125	0	850
20110424_0133	0	1185
20110424_0133	0	1187
20110424_0133	0	1178
20110424_0142	0	942
20110424_0142	0	951
20110424_0142	0	949
20110424_0142	0	956
20110424_0166	0	879
20110424_0166	0	875
20110424_0167	0	958
20110424_0167	0	954
20110424_0167	0	952
20110424_0167	0	970
20110424_0200	0	992
20110424_0200	0	1001
20110424_0200	0	989
20110424_0200	0	1004
20110424_0221	0	1086
20110424_0221	0	1068
20110424_0221	0	1066
20110424_0221	0	1069
20110424_0288	0	1180
20110424_0288	0	1166
20110424_0288	0	1168
20110424_0294	0	1113
20110424_0294	0	1112
20110424_0294	0	1099
20110424_0294	0	1114
20110318_0004	0	20110424_0294	1115
20110318_0004	0	20110423_0204	779
20110318_0024	0	20110423_0204	770
20110318_0024	0	20110424_0075	958
20110318_0040	0	20110423_0010	786
20110318_0040	0	20110423_0044	1216
20110319_0022	0	20110424_0014	837
20110319_0022	0	20110319_0100	675
20110319_0022	0	20110319_0207	756
20110319_0027	0	20110424_0288	1172
20110319_0027	0	20110320_0167	898
20110319_0027	0	20110424_0125	839
20110319_0027	0	20110423_0277	969
20110319_0037	0	20110423_0170	827
20110319_0037	0	20110319_0087	847
20110319_0037	0	20110423_0204	768
20110319_0087	0	20110319_0037	697
20110319_0087	0	20110423_0005	829
20110319_0087	0	20110423_0201	901
20110319_0087	0	20110423_0330	905
20110319_0087	0	20110320_0167	883
20110319_0091	0	20110319_0181	783
20110319_0091	0	20110423_0005	835
20110319_0091	0	20110320_0138	819
20110319_0091	0	20110424_0221	1075
20110319_0100	0	20110424_0125	855
20110319_0122	0	20110424_0288	1180
20110319_0122	0	20110422_0065	1084
20110319_0176	0	20110423_0170	818
20110319_0176	0	20110424_0092	852
20110319_0176	0	20110424_0166	877
20110319_0176	0	20110423_0031	1078
20110319_0177	0	20110424_0200	983
20110319_0177	0	20110423_0010	799
20110319_0181	0	20110423_0201	903
20110319_0181	0	20110424_0288	1157
20110319_0189	0	20110423_0242	766
20110319_0189	0	20110424_0288	1165
20110319_0189	0	20110423_0261	1052
20110319_0189	0	20110319_0207	762
20110319_0189	0	20110319_0022	739
20110319_0190	0	20110319_0122	726
20110319_0190	0	20110423_0360	1200
20110319_0194	0	20110318_0005	694
20110319_0207	0	20110320_0008	951
20110319_0207	0	20110424_0092	857
20110319_0207	0	20110320_0161	901
20110319_0207	0	20110320_0194	1098
20110319_0218	0	20110423_0269	845
20110319_0218	0	20110320_0135	913
20110319_0226	0	20110423_0369	1002
20110319_0226	0	20110423_0005	827
20110319_0227	0	20110320_0064	866
20110319_0227	0	20110423_0031	1097
20110319_0227	0	20110319_0177	657
20110319_0227	0	20110423_0330	918
20110319_0227	0	20110422_0106	670
20110319_0228	0	20110422_0066	726
20110319_0228	0	20110423_0242	767
20110320_0008	0	20110319_0207	749
20110320_0008	0	20110423_0160	716
20110320_0008	0	20110423_0261	1053
20110320_0008	0	20110423_0356	900
20110320_0008	0	20110423_0170	836
20110320_0010	0	20110424_0039	1024
20110320_0010	0	20110424_0034	1157
20110320_0010	0	20110319_0194	765
20110320_0027	0	20110424_0039	1034
20110320_0027	0	20110319_0176	705
20110320_0027	0	20110423_0319	809
20110320_0027	0	20110423_0261	1033
20110320_0043	0	20110424_0142	947
20110320_0043	0	20110319_0100	687
20110320_0064	0	20110424_0014	829
20110320_0064	0	20110423_0081	1016
20110320_0065	0	20110423_0330	907
20110320_0065	0	20110423_0285	1298
20110320_0065	0	20110319_0087	858
20110320_0067	0	20110423_0261	1040
20110320_0067	0	20110423_0330	914
20110320_0098	0	20110424_0166	879
20110320_0117	0	20110318_0005	698
20110320_0117	0	20110422_0034	764
20110320_0134	0	20110320_0173	843
20110320_0134	0	20110319_0022	754
20110320_0134	0	20110424_0288	1173
20110320_0134	0	20110320_0161	893
20110320_0134	0	20110423_0094	882
20110320_0134	0	20110424_0167	964
20110320_0135	0	20110423_0369	990
20110320_0135	0	20110319_0227	805
20110320_0138	0	20110423_0319	832
20110320_0138	0	20110424_0221	1084
20110320_0138	0	20110424_0166	869
20110320_0156	0	20110423_0360	1203
20110320_0161	0	20110423_0330	913
20110320_0161	0	20110424_0075	960
20110320_0161	0	20110319_0226	887
20110320_0167	0	20110422_0034	772
20110320_0167	0	20110319_0091	707
20110320_0167	0	20110320_0043	822
20110320_0169	0	20110320_0010	749
20110320_0169	0	20110319_0190	726
20110320_0169	0	20110423_0356	902
20110320_0173	0	20110320_0027	828
20110320_0178	0	20110319_0122	716
20110320_0178	0	20110320_0064	889
20110320_0178	0	20110423_0326	924
20110320_0187	0	20110318_0024	642
20110320_0187	0	20110423_0261	1037
20110320_0187	0	20110423_0286	856
20110320_0187	0	20110320_0194	1098
20110320_0194	0	20110320_0173	842
20110320_0194	0	20110423_0010	790
20110320_0194	0	20110319_0181	782
20110320_0194	0	20110423_0086	798
20110422_0033	0	20110423_0286	857
20110422_0033	0	20110423_0330	896
20110422_0034	0	20110318_0005	682
20110422_0034	0	20110424_0123	888
20110422_0052	0	20110423_0168	736
20110422_0052	0	20110319_0087	851
20110422_0052	0	20110423_0160	735
20110422_0065	0	20110319_0207	742
20110422_0065	0	20110422_0034	758
20110422_0065	0	20110320_0064	869
20110422_0065	0	20110318_0024	631
20110422_0066	0	20110423_0004	853
20110422_0066	0	20110423_0092	877
20110422_0066	0	20110423_0005	843
20110422_0066	0	20110320_0117	976
20110422_0066	0	20110422_0073	872
20110422_0073	0	20110320_0173	835
20110422_0082	0	20110320_0161	906
20110422_0082	0	20110320_0187	934
20110422_0082	0	20110320_0043	807
20110422_0082	0	20110320_0027	834
20110422_0082	0	20110423_0330	900
20110422_0082	0	20110320_0135	913
20110422_0082	0	20110424_0092	846
20110422_0090	0	20110320_0098	922
20110422_0090	0	20110424_0133	1190
20110422_0106	0	20110320_0161	896
20110422_0106	0	20110319_0022	745
20110423_0004	0	20110320_0098	928
20110423_0004	0	20110320_0138	823
20110423_0004	0	20110423_0255	1216
20110423_0004	0	20110320_0134	905
20110423_0004	0	20110423_0044	1208
20110423_0005	0	20110319_0022	749
20110423_0005	0	20110423_0094	888
20110423_0005	0	20110423_0004	853
20110423_0005	0	20110423_0170	834
20110423_0010	0	20110424_0294	1103
20110423_0010	0	20110319_0218	772
20110423_0010	0	20110424_0142	949
20110423_0031	0	20110422_0034	774
20110423_0031	0	20110424_0142	938
20110423_0031	0	20110423_0369	995
20110423_0031	0	20110318_0040	667
20110423_0038	0	20110320_0043	817
20110423_0038	0	20110318_0005	691
20110423_0038	0	20110423_0242	763
20110423_0044	0	20110423_0004	859
20110423_0044	0	20110320_0156	988
20110423_0044	0	20110424_0039	1028
20110423_0081	0	20110320_0167	904
20110423_0081	0	20110422_0066	708
20110423_0081	0	20110320_0064	877
20110423_0081	0	20110423_0170	826
20110423_0086	0	20110319_0022	747
20110423_0086	0	20110319_0189	728
20110423_0086	0	20110423_0005	828
20110423_0086	0	20110422_0106	665
20110423_0086	0	20110320_0027	814
20110423_0086	0	20110423_0360	1186
20110423_0086	0	20110320_0156	988
20110423_0088	0	20110423_0277	956
20110423_0088	0	20110318_0024	631
20110423_0088	0	20110423_0170	827
20110423_0088	0	20110423_0160	727
20110423_0092	0	20110319_0087	848
20110423_0092	0	20110423_0204	781
20110423_0094	0	20110320_0194	1097
20110423_0094	0	20110319_0181	769
20110423_0094	0	20110318_0040	669
20110423_0123	0	20110422_0033	769
20110423_0160	0	20110422_0034	768
20110423_0160	0	20110319_0100	673
20110423_0160	0	20110320_0167	889
20110423_0161	0	20110319_0190	733
20110423_0161	0	20110423_0255	1210
20110423_0168	0	20110318_0040	678
20110423_0168	0	20110422_0082	818
20110423_0168	0	20110422_0065	1061
20110423_0168	0	20110423_0319	823
20110423_0170	0	20110423_0328	938
20110423_0170	0	20110319_0228	762
20110423_0170	0	20110424_0167	960
20110423_0170	0	20110422_0065	1060
20110423_0201	0	20110423_0292	816
20110423_0201	0	20110423_0330	911
20110423_0201	0	20110422_0052	683
20110423_0201	0	20110423_0356	916
20110423_0201	0	20110423_0004	853
20110423_0201	0	20110319_0194	781
20110423_0204	0	20110424_0288	1161
20110423_0204	0	20110423_0201	906
20110423_0204	0	20110320_0064	884
20110423_0204	0	20110319_0122	715
20110423_0242	0	20110320_0043	826
20110423_0242	0	20110424_0039	1041
20110423_0255	0	20110423_0328	949
20110423_0261	0	20110319_0189	724
20110423_0261	0	20110319_0177	653
20110423_0261	0	20110320_0135	925
20110423_0261	0	20110423_0010	797
20110423_0261	0	20110423_0330	910
20110423_0261	0	20110424_0200	987
20110423_0269	0	20110423_0204	789
20110423_0269	0	20110424_0019	901
20110423_0269	0	20110320_0010	750
20110423_0277	0	20110423_0204	779
20110423_0277	0	20110319_0027	793
20110423_0277	0	20110423_0286	851
20110423_0277	0	20110424_0034	1150
20110423_0285	0	20110424_0125	840
20110423_0285	0	20110319_0091	716
20110423_0286	0	20110423_0170	818
20110423_0292	0	20110424_0166	873
20110423_0292	0	20110423_0123	841
20110423_0319	0	20110424_0123	886
20110423_0319	0	20110319_0176	719
20110423_0319	0	20110320_0161	908
20110423_0319	0	20110319_0022	737
20110423_0326	0	20110319_0037	702
20110423_0326	0	20110424_0039	1020
20110423_0326	0	20110423_0004	843
20110423_0328	0	20110424_0288	1161
20110423_0328	0	20110422_0082	813
20110423_0330	0	20110320_0178	971
20110423_0330	0	20110423_0038	970
20110423_0356	0	20110424_0019	902
20110423_0356	0	20110320_0098	944
20110423_0356	0	20110423_0044	1217
20110423_0360	0	20110423_0319	821
20110423_0360	0	20110319_0177	642
20110423_0360	0	20110422_0052	698
20110423_0360	0	20110424_0166	859
20110423_0369	0	20110422_0073	865
20110423_0369	0	20110318_0040	680
20110424_0014	0	20110423_0285	1292
20110424_0014	0	20110319_0227	821
20110424_0014	0	20110320_0161	915
20110424_0019	0	20110320_0138	817
20110424_0019	0	20110318_0004	801
20110424_0034	0	20110423_0031	1086
20110424_0034	0	20110424_0294	1103
20110424_0039	0	20110320_0178	975
20110424_0039	0	20110424_0034	1151
20110424_0075	0	20110424_0092	854
20110424_0092	0	20110423_0088	1173
20110424_0092	0	20110423_0010	793
20110424_0092	0	20110424_0294	1101
20110424_0092	0	20110320_0178	970
20110424_0092	0	20110423_0081	1022
20110424_0123	0	20110319_0227	807
20110424_0123	0	20110423_0201	903
20110424_0125	0	20110319_0190	722
20110424_0125	0	20110423_0081	1021
20110424_0133	0	20110424_0034	1151
20110424_0133	0	20110424_0200	996
20110424_0133	0	20110422_0065	1064
20110424_0133	0	20110423_0010	785
20110424_0133	0	20110320_0010	733
20110424_0142	0	20110422_0090	778
20110424_0142	0	20110320_0178	982
20110424_0142	0	20110320_0067	1022
20110424_0142	0	20110423_0081	1011
20110424_0142	0	20110424_0288	1165
20110424_0166	0	20110423_0088	1175
20110424_0166	0	20110319_0022	733
20110424_0166	0	20110319_0207	745
20110424_0166	0	20110424_0133	1187
20110424_0166	0	20110320_0173	829
20110424_0167	0	20110424_0125	853
20110424_0167	0	20110319_0190	728
20110424_0167	0	20110320_0161	903
20110424_0167	0	20110424_0288	1178
20110424_0200	0	20110422_0065	1078
20110424_0200	0	20110423_0168	733
20110424_0221	0	20110423_0081	1003
20110424_0288	0	20110320_0135	923
20110424_0288	0	20110424_0166	879
20110424_0288	0	20110423_0010	793
20110424_0288	0	20110423_0360	1200
20110424_0288	0	20110423_0170	831
20110424_0294	0	20110320_0138	816
20110424_0294	0	20110320_0067	1007
20110424_0294	0	20110320_0098	945
20110318_0030	0	574
20110319_0040	0	741
20110319_0040	0	748
20110319_0040	0	738
20110319_0040	0	757
20110319_0042	0	639
20110319_0042	0	636
20110319_0042	0	654
20110319_0058	0	860
20110319_0058	0	867
20110319_0058	0	854
20110319_0059	0	787
20110319_0059	0	782
20110319_0071	0	779
20110319_0071	0	787
20110319_0071	0	775
20110319_0071	0	776
20110319_0077	0	761
20110319_0077	0	748
20110319_0077	0	764
20110319_0077	0	750
20110319_0077	0	763
20110319_0077	0	765
20110319_0077	0	742
20110319_0085	0	629
20110319_0085	0	626
20110319_0097	0	714
20110319_0103	0	773
20110319_0103	0	758
20110319_0103	0	770
20110319_0103	0	755
20110319_0109	0	723
20110319_0109	0	731
20110319_0109	0	727
20110319_0112	0	798
20110319_0112	0	784
20110319_0112	0	789
20110319_0116	0	786
20110319_0116	0	772
20110319_0120	0	696
20110319_0120	0	689
20110319_0120	0	693
20110319_0120	0	681
20110319_0120	0	683
20110319_0137	0	793
20110319_0137	0	799
20110319_0142	0	785
20110319_0159	0	707
20110319_0159	0	701
20110319_0159	0	692
20110319_0174	0	826
20110319_0174	0	818
20110319_0174	0	831
20110319_0175	0	784
20110319_0187	0	745
20110319_0187	0	728
20110319_0187	0	724
20110319_0188	0	666
20110319_0188	0	648
20110319_0188	0	644
20110319_0204	0	702
20110319_0208	0	710
20110319_0208	0	711
20110319_0208	0	727
20110319_0214	0	774
20110319_0214	0	780
20110319_0214	0	772
20110319_0222	0	840
20110319_0281	0	752
20110319_0281	0	765
20110320_0007	0	864
20110320_0007	0	844
20110320_0007	0	848
20110320_0007	0	862
20110320_0020	0	933
20110320_0024	0	956
20110320_0024	0	960
20110320_0024	0	969
20110320_0024	0	952
20110320_0024	0	949
20110320_0028	0	929
20110320_0028	0	920
20110320_0028	0	930
20110320_0030	0	1077
20110320_0030	0	1085
20110320_0030	0	1070
20110320_0034	0	873
20110320_0034	0	859
20110320_0034	0	861
20110320_0038	0	1004
20110320_0038	0	1019
20110320_0038	0	1007
20110320_0038	0	1009
20110320_0050	0	967
20110320_0050	0	965
20110320_0060	0	929
20110320_0060	0	914
20110320_0060	0	908
20110320_0060	0	925
20110320_0060	0	928
20110320_0060	0	927
20110320_0089	0	916
20110320_0089	0	920
20110320_0092	0	881
20110320_0092	0	883
20110320_0092	0	880
20110320_0096	0	1082
20110320_0096	0	1084
20110320_0096	0	1083
20110320_0096	0	1088
20110320_0096	0	1077
20110320_0100	0	1174
20110320_0116	0	1008
20110320_0116	0	999
20110320_0158	0	909
20110320_0158	0	906
20110320_0158	0	902
20110320_0158	0	916
20110320_0166	0	1007
20110320_0166	0	1001
20110320_0188	0	975
20110320_0188	0	992
20110320_0188	0	987
20110320_0200	0	905
20110320_0200	0	911
20110320_0200	0	910
20110422_0004	0	706
20110422_0004	0	711
20110422_0004	0	716
20110422_0008	0	782
20110422_0008	0	770
20110422_0009	0	883
20110422_0009	0	892
20110422_0009	0	880
20110422_0009	0	889
20110422_0018	0	972
20110422_0018	0	957
20110422_0055	0	698
20110422_0055	0	692
20110422_0055	0	693
20110422_0058	0	840
20110422_0058	0	842
20110422_0058	0	858
20110422_0058	0	844
20110422_0058	0	837
20110422_0068	0	780
20110422_0068	0	795
20110422_0068	0	788
20110422_0068	0	791
20110422_0104	0	795
20110422_0104	0	773
20110422_0104	0	783
20110422_0104	0	784
20110422_0104	0	772
20110422_0104	0	775
20110422_0109	0	781
20110422_0109	0	779
20110422_0109	0	784
20110422_0109	0	778
20110423_0011	0	822
20110423_0013	0	709
20110423_0013	0	701
20110423_0013	0	707
20110423_0049	0	759
20110423_0049	0	748
20110423_0049	0	757
20110423_0049	0	760
20110423_0049	0	737
20110423_0075	0	847
20110423_0075	0	842
20110423_0099	0	829
20110423_0099	0	846
20110423_0099	0	837
20110423_0099	0	834
20110423_0099	0	841
20110423_0122	0	981
20110423_0122	0	973
20110423_0122	0	968
20110423_0131	0	846
20110423_0131	0	835
20110423_0131	0	850
20110423_0131	0	848
20110423_0143	0	950
20110423_0143	0	941
20110423_0143	0	938
20110423_0153	0	832
20110423_0153	0	813
20110423_0153	0	829
20110423_0153	0	816
20110423_0164	0	864
20110423_0164	0	873
20110423_0164	0	859
20110423_0164	0	880
20110423_0164	0	861
20110423_0164	0	882
20110423_0164	0	865
20110423_0173	0	744
20110423_0173	0	754
20110423_0173	0	743
20110423_0173	0	742
20110423_0184	0	831
20110423_0184	0	815
20110423_0184	0	825
20110423_0191	0	948
20110423_0191	0	950
20110423_0191	0	951
20110423_0191	0	935
20110423_0196	0	793
20110423_0196	0	800
20110423_0198	0	969
20110423_0198	0	978
20110423_0202	0	836
20110423_0202	0	846
20110423_0202	0	831
20110423_0202	0	838
20110423_0202	0	834
20110423_0244	0	825
20110423_0244	0	826
20110423_0244	0	818
20110423_0256	0	1246
20110423_0278	0	818
20110423_0278	0	810
20110423_0278	0	808
20110423_0279	0	795
20110423_0279	0	789
20110423_0279	0	797
20110423_0282	0	758
20110423_0282	0	757
20110423_0282	0	736
20110423_0294	0	912
20110423_0294	0	920
20110423_0294	0	908
20110423_0294	0	916
20110423_0294	0	923
20110423_0296	0	779
20110423_0296	0	759
20110423_0296	0	772
20110423_0299	0	923
20110423_0335	0	944
20110423_0335	0	945
20110423_0335	0	947
20110423_0335	0	957
20110423_0364	0	864
20110423_0364	0	859
20110423_0364	0	873
20110423_0364	0	882
20110423_0373	0	904
20110423_0373	0	907
20110423_0373	0	916
20110424_0002	0	755
20110424_0002	0	762
20110424_0002	0	756
20110424_0002	0	770
20110424_0013	0	768
20110424_0013	0	783
20110424_0013	0	774
20110424_0013	0	761
20110424_0013	0	775
20110424_0018	0	798
20110424_0018	0	808
20110424_0018	0	811
20110424_0028	0	851
20110424_0028	0	857
20110424_0028	0	843
20110424_0028	0	847
20110424_0028	0	866
20110424_0028	0	849
20110424_0028	0	844
20110424_0055	0	1133
20110424_0055	0	1143
20110424_0055	0	1128
20110424_0055	0	1120
20110424_0067	0	1157
20110424_0067	0	1150
20110424_0067	0	1149
20110424_0132	0	892
20110424_0132	0	887
20110424_0132	0	889
20110424_0132	0	874
20110424_0132	0	885
20110424_0132	0	882
20110424_0139	0	865
20110424_0139	0	866
20110424_0139	0	849
20110424_0197	0	1116
20110424_0197	0	1128
20110424_0197	0	1124
20110424_0233	0	759
20110424_0233	0	780
20110424_0242	0	955
20110424_0242	0	938
20110424_0276	0	1111
20110424_0285	0	959
20110424_0285	0	979
20110424_0285	0	968
20110424_0285	0	966
20110424_0287	0	1104
20110424_0287	0	1106
20110424_0287	0	1100
20110424_0287	0	1091
20110318_0030	0	20110319_0187	739
20110318_0030	0	20110320_0038	999
20110319_0040	0	20110424_0197	1120
20110319_0040	0	20110422_0104	793
20110319_0040	0	20110319_0204	686
20110319_0040	0	20110424_0002	769
20110319_0040	0	20110320_0172	896
20110319_0040	0	20110423_0130	978
20110319_0040	0	20110422_0068	792
20110319_0042	0	20110423_0278	810
20110319_0058	0	20110319_0071	781
20110319_0058	0	20110319_0208	708
20110319_0059	0	20110320_0024	946
20110319_0059	0	20110424_0296	1593
20110319_0071	0	20110423_0373	902
20110319_0071	0	20110424_0018	802
20110319_0071	0	20110423_0131	842
20110319_0077	0	20110423_0279	796
20110319_0077	0	20110422_0068	777
20110319_0077	0	20110423_0335	953
20110319_0085	0	20110423_0196	804
20110319_0085	0	20110319_0188	653
20110319_0085	0	20110319_0208	724
20110319_0097	0	20110320_0060	908
20110319_0097	0	20110423_0131	841
20110319_0097	0	20110424_0197	1114
20110319_0097	0	20110319_0137	802
20110319_0103	0	20110320_0092	890
20110319_0103	0	20110320_0028	940
20110319_0109	0	20110424_0028	855
20110319_0116	0	20110320_0092	890
20110319_0116	0	20110319_0097	714
20110319_0137	0	20110319_0249	807
20110319_0142	0	20110424_0013	770
20110319_0142	0	20110423_0011	810
20110319_0159	0	20110319_0103	758
20110319_0159	0	20110423_0256	1265
20110319_0159	0	20110423_0153	827
20110319_0159	0	20110423_0131	839
20110319_0174	0	20110320_0024	956
20110319_0174	0	20110319_0175	767
20110319_0175	0	20110423_0049	750
20110319_0175	0	20110424_0002	777
20110319_0187	0	20110319_0058	864
20110319_0187	0	20110424_0067	1139
20110319_0188	0	20110320_0100	1150
20110319_0188	0	20110423_0198	977
20110319_0188	0	20110423_0075	836
20110319_0188	0	20110424_0276	1111
20110319_0188	0	20110424_0139	868
20110319_0204	0	20110320_0188	979
20110319_0204	0	20110319_0109	715
20110319_0204	0	20110320_0190	1062
20110319_0208	0	20110320_0172	905
20110319_0214	0	20110320_0096	1082
20110319_0214	0	20110422_0068	779
20110319_0214	0	20110424_0285	962
20110319_0214	0	20110319_0174	834
20110319_0222	0	20110424_0013	784
20110319_0222	0	20110423_0282	745
20110319_0222	0	20110422_0109	800
20110319_0222	0	20110424_0242	956
20110319_0222	0	20110320_0166	1007
20110319_0222	0	20110320_0188	972
20110319_0222	0	20110424_0197	1112
20110319_0222	0	20110423_0364	858
20110319_0222	0	20110319_0188	649
20110319_0222	0	20110319_0204	687
20110319_0281	0	20110423_0364	865
20110319_0281	0	20110320_0038	1020
20110319_0281	0	20110424_0211	761
20110319_0281	0	20110320_0188	986
20110320_0020	0	20110424_0055	1129
20110320_0024	0	20110319_0159	707
20110320_0028	0	20110320_0007	859
20110320_0028	0	20110319_0120	683
20110320_0028	0	20110320_0096	1073
20110320_0030	0	20110319_0281	764
20110320_0030	0	20110320_0034	864
20110320_0030	0	20110423_0011	815
20110320_0030	0	20110319_0159	707
20110320_0030	0	20110423_0279	786
20110320_0034	0	20110423_0153	832
20110320_0034	0	20110320_0190	1060
20110320_0038	0	20110319_0142	795
20110320_0038	0	20110320_0028	918
20110320_0038	0	20110423_0278	817
20110320_0038	0	20110423_0153	835
20110320_0038	0	20110319_0085	636
20110320_0050	0	20110320_0089	915
20110320_0050	0	20110320_0096	1076
20110320_0050	0	20110319_0222	842
20110320_0092	0	20110423_0130	992
20110320_0092	0	20110319_0058	872
20110320_0096	0	20110320_0200	922
20110320_0096	0	20110422_0008	779
20110320_0096	0	20110319_0281	760
20110320_0096	0	20110422_0008	763
20110320_0096	0	20110319_0103	765
20110320_0096	0	20110320_0172	919
20110320_0100	0	20110319_0137	792
