10	300
20110423_0292	0	677
20110423_0292	0	674
20110423_0319	0	563
20110423_0319	0	567
20110423_0319	0	573
20110423_0326	0	732
20110423_0326	0	745
20110423_0326	0	753
20110423_0326	0	744
20110423_0326	0	730
20110423_0330	0	751
20110423_0330	0	740
20110423_0330	0	739
20110423_0330	0	760
20110423_0330	0	746
20110423_0360	0	1012
20110423_0360	0	1005
20110423_0360	0	1018
20110423_0369	0	779
20110423_0369	0	781
20110423_0369	0	788
20110423_0369	0	775
20110424_0014	0	681
20110424_0019	0	727
20110424_0019	0	731
20110424_0019	0	734
20110424_0019	0	725
20110424_0019	0	736
20110424_0034	0	951
20110424_0034	0	955
20110424_0039	0	866
20110424_0039	0	850
20110424_0039	0	855
20110424_0075	0	771
20110424_0092	0	693
20110424_0092	0	703
20110424_0092	0	679
20110424_0123	0	689
20110424_0123	0	686
20110424_0123	0	694
20110424_0125	0	691
20110424_0125	0	696
20110424_0133	0	969
20110424_0133	0	962
20110424_0142	0	764
20110424_0142	0	758
20110424_0142	0	766
20110424_0166	0	723
20110424_0166	0	731
20110424_0166	0	709
20110424_0166	0	721
20110424_0166	0	714
20110424_0167	0	755
20110424_0167	0	766
20110424_0167	0	750
20110424_0200	0	827
20110424_0200	0	813
20110424_0200	0	806
20110424_0288	0	952
20110424_0288	0	969
20110424_0288	0	966
20110424_0288	0	946
20110424_0294	0	895
20110424_0294	0	897
20110424_0294	0	882
20110318_0004	0	20110423_0094	688
20110318_0004	0	20110424_0288	948
20110318_0004	0	20110424_0123	694
20110318_0005	0	20110423_0031	836
20110318_0005	0	20110320_0027	645
20110318_0024	0	20110424_0125	702
20110318_0024	0	20110319_0091	551
20110318_0024	0	20110423_0330	756
20110318_0024	0	20110423_0319	564
20110319_0022	0	20110319_0087	686
20110319_0022	0	20110320_0161	651
20110319_0022	0	20110423_0161	912
20110319_0022	0	20110424_0125	694
20110319_0027	0	20110320_0065	893
20110319_0027	0	20110320_0010	539
20110319_0027	0	20110423_0168	590
20110319_0027	0	20110424_0034	957
20110319_0027	0	20110319_0122	559
20110319_0027	0	20110422_0033	583
20110319_0027	0	20110320_0138	648
20110319_0027	0	20110318_0004	584
20110319_0037	0	20110424_0034	968
20110319_0037	0	20110320_0194	877
20110319_0037	0	20110422_0073	607
20110319_0037	0	20110424_0039	863
20110319_0087	0	20110424_0288	959
20110319_0087	0	20110424_0034	961
20110319_0091	0	20110423_0005	668
20110319_0091	0	20110424_0014	684
20110319_0100	0	20110320_0027	661
20110319_0100	0	20110424_0014	687
20110319_0100	0	20110318_0004	595
20110319_0100	0	20110319_0194	607
20110319_0100	0	20110423_0319	558
20110319_0100	0	20110423_0031	857
20110319_0122	0	20110423_0170	647
20110319_0122	0	20110319_0218	587
20110319_0122	0	20110423_0242	593
20110319_0122	0	20110319_0100	517
20110319_0122	0	20110318_0040	500
20110319_0122	0	20110423_0326	744
20110319_0176	0	20110423_0292	664
20110319_0176	0	20110319_0194	627
20110319_0177	0	20110319_0218	605
20110319_0177	0	20110423_0286	651
20110319_0177	0	20110424_0167	772
20110319_0177	0	20110423_0360	1000
20110319_0181	0	20110422_0033	572
20110319_0181	0	20110320_0010	558
20110319_0181	0	20110423_0160	565
20110319_0181	0	20110319_0189	555
20110319_0189	0	20110423_0038	774
20110319_0189	0	20110423_0123	675
20110319_0189	0	20110319_0218	605
20110319_0190	0	20110422_0073	599
20110319_0190	0	20110423_0360	1005
20110319_0190	0	20110422_0106	489
20110319_0190	0	20110422_0066	524
20110319_0190	0	20110423_0160	562
20110319_0194	0	20110424_0019	715
20110319_0194	0	20110423_0005	669
20110319_0194	0	20110320_0010	545
20110319_0207	0	20110320_0098	723
20110319_0207	0	20110318_0005	529
20110319_0207	0	20110424_0125	699
20110319_0218	0	20110319_0177	494
20110319_0218	0	20110320_0064	672
20110319_0218	0	20110424_0014	672
20110319_0226	0	20110424_0014	678
20110319_0226	0	20110319_0207	610
20110319_0226	0	20110423_0094	699
20110319_0226	0	20110319_0176	567
20110319_0227	0	20110319_0189	556
20110319_0227	0	20110422_0073	617
20110319_0228	0	20110423_0369	777
20110320_0027	0	20110319_0190	565
20110320_0043	0	20110422_0033	574
20110320_0043	0	20110319_0027	640
20110320_0064	0	20110319_0228	568
20110320_0064	0	20110319_0189	551
20110320_0064	0	20110423_0326	735
20110320_0064	0	20110424_0200	810
20110320_0065	0	20110320_0134	686
20110320_0065	0	20110423_0269	694
20110320_0065	0	20110423_0038	790
20110320_0065	0	20110423_0360	1010
20110320_0067	0	20110424_0092	680
20110320_0067	0	20110319_0226	734
20110320_0067	0	20110320_0135	721
20110320_0098	0	20110320_0167	682
20110320_0098	0	20110423_0360	1001
20110320_0098	0	20110424_0014	675
20110320_0117	0	20110319_0177	500
20110320_0134	0	20110319_0177	490
20110320_0134	0	20110423_0319	572
20110320_0134	0	20110320_0027	652
20110320_0135	0	20110423_0319	573
20110320_0135	0	20110423_0086	623
20110320_0135	0	20110424_0034	964
20110320_0135	0	20110318_0024	508
20110320_0138	0	20110320_0064	677
20110320_0138	0	20110423_0170	664
20110320_0156	0	20110423_0010	646
20110320_0161	0	20110320_0008	767
20110320_0161	0	20110423_0242	599
20110320_0161	0	20110423_0168	589
20110320_0167	0	20110422_0033	585
20110320_0167	0	20110320_0027	643
20110320_0167	0	20110319_0194	615
20110320_0169	0	20110423_0328	750
20110320_0169	0	20110423_0031	852
20110320_0173	0	20110320_0134	667
20110320_0173	0	20110423_0005	663
20110320_0173	0	20110423_0005	648
20110320_0173	0	20110320_0117	732
20110320_0173	0	20110319_0091	556
20110320_0173	0	20110320_0008	758
20110320_0178	0	20110320_0156	778
20110320_0178	0	20110320_0064	676
20110320_0178	0	20110423_0123	671
20110320_0178	0	20110320_0117	719
20110320_0187	0	20110423_0261	872
20110320_0187	0	20110422_0082	585
20110320_0187	0	20110319_0176	570
20110320_0187	0	20110319_0226	715
20110320_0194	0	20110423_0369	773
20110320_0194	0	20110424_0123	692
20110422_0033	0	20110319_0190	547
20110422_0034	0	20110423_0088	962
20110422_0034	0	20110423_0255	971
20110422_0034	0	20110423_0242	585
20110422_0052	0	20110423_0031	841
20110422_0052	0	20110424_0092	685
20110422_0052	0	20110423_0168	589
20110422_0052	0	20110423_0010	649
20110422_0065	0	20110422_0033	577
20110422_0065	0	20110320_0138	645
20110422_0065	0	20110423_0326	734
20110422_0065	0	20110320_0117	719
20110422_0065	0	20110424_0123	706
20110422_0065	0	20110320_0169	742
20110422_0065	0	20110320_0178	765
20110422_0073	0	20110319_0190	558
20110422_0073	0	20110319_0218	585
20110422_0073	0	20110423_0261	872
20110422_0073	0	20110423_0088	947
20110422_0082	0	20110424_0133	966
20110422_0082	0	20110424_0034	965
20110422_0082	0	20110320_0156	782
20110422_0082	0	20110423_0326	741
20110422_0082	0	20110320_0065	893
20110422_0082	0	20110423_0242	577
20110422_0082	0	20110320_0167	684
20110422_0090	0	20110319_0176	571
20110422_0090	0	20110423_0242	588
20110422_0106	0	20110320_0117	722
20110422_0106	0	20110320_0134	670
20110422_0106	0	20110424_0075	784
20110423_0004	0	20110318_0040	516
20110423_0004	0	20110423_0086	612
20110423_0004	0	20110319_0227	658
20110423_0004	0	20110424_0123	702
20110423_0004	0	20110320_0064	684
20110423_0005	0	20110424_0167	770
20110423_0005	0	20110320_0161	652
20110423_0005	0	20110318_0004	580
20110423_0010	0	20110423_0330	736
20110423_0010	0	20110319_0227	643
20110423_0010	0	20110319_0037	548
20110423_0038	0	20110422_0082	606
20110423_0038	0	20110423_0031	835
20110423_0038	0	20110424_0166	731
20110423_0038	0	20110424_0142	761
20110423_0044	0	20110320_0161	656
20110423_0044	0	20110422_0052	507
20110423_0044	0	20110319_0228	559
20110423_0081	0	20110423_0088	957
20110423_0086	0	20110424_0294	886
20110423_0088	0	20110423_0319	554
20110423_0088	0	20110320_0064	680
20110423_0092	0	20110423_0044	959
20110423_0092	0	20110319_0228	567
20110423_0092	0	20110319_0091	567
20110423_0092	0	20110423_0031	846
20110423_0092	0	20110423_0292	686
20110423_0094	0	20110422_0034	584
20110423_0094	0	20110423_0161	906
20110423_0123	0	20110319_0022	585
20110423_0123	0	20110423_0255	952
20110423_0160	0	20110423_0168	591
20110423_0160	0	20110320_0065	900
20110423_0160	0	20110320_0027	658
20110423_0160	0	20110319_0228	574
20110423_0161	0	20110423_0160	570
20110423_0161	0	20110423_0123	667
20110423_0161	0	20110423_0277	773
20110423_0161	0	20110423_0031	853
20110423_0168	0	20110422_0034	583
20110423_0170	0	20110423_0088	951
20110423_0201	0	20110424_0221	880
20110423_0201	0	20110319_0022	573
20110423_0204	0	20110319_0037	554
20110423_0242	0	20110319_0037	533
20110423_0242	0	20110319_0189	545
20110423_0242	0	20110423_0356	726
20110423_0242	0	20110422_0033	569
20110423_0242	0	20110424_0034	962
20110423_0255	0	20110422_0066	537
20110423_0255	0	20110423_0005	668
20110423_0255	0	20110423_0319	559
20110423_0261	0	20110424_0133	964
20110423_0261	0	20110424_0288	956
20110423_0261	0	20110319_0177	482
20110423_0261	0	20110422_0073	597
20110423_0261	0	20110424_0142	757
20110423_0269	0	20110424_0133	957
20110423_0277	0	20110424_0167	767
20110423_0277	0	20110319_0027	633
20110423_0277	0	20110320_0067	826
20110423_0277	0	20110319_0027	632
20110423_0277	0	20110423_0044	1003
20110423_0277	0	20110318_0005	541
20110423_0286	0	20110320_0173	663
20110423_0286	0	20110319_0022	565
20110423_0286	0	20110423_0269	702
20110423_0292	0	20110319_0218	602
20110423_0292	0	20110320_0156	771
20110423_0292	0	20110319_0226	713
20110423_0319	0	20110423_0369	785
20110423_0326	0	20110423_0285	1116
20110423_0326	0	20110320_0117	728
20110423_0326	0	20110422_0082	594
20110423_0326	0	20110423_0269	708
20110423_0328	0	20110319_0122	556
20110423_0328	0	20110320_0134	678
20110423_0328	0	20110319_0227	659
20110423_0328	0	20110319_0218	600
20110423_0328	0	20110424_0200	819
20110423_0328	0	20110320_0135	703
20110423_0328	0	20110423_0261	869
20110423_0330	0	20110320_0138	649
20110423_0330	0	20110424_0014	686
20110423_0330	0	20110423_0086	616
20110423_0356	0	20110424_0288	968
20110423_0356	0	20110423_0031	844
20110423_0356	0	20110423_0277	786
20110423_0360	0	20110319_0228	560
20110423_0360	0	20110423_0292	676
20110423_0360	0	20110319_0100	511
20110423_0360	0	20110319_0207	614
20110423_0360	0	20110319_0189	555
20110423_0369	0	20110320_0134	685
20110423_0369	0	20110424_0123	707
20110423_0369	0	20110320_0138	646
20110423_0369	0	20110422_0090	570
20110424_0014	0	20110320_0008	759
20110424_0019	0	20110424_0142	763
20110424_0019	0	20110423_0004	632
20110424_0019	0	20110320_0010	559
20110424_0019	0	20110319_0190	560
20110424_0034	0	20110423_0204	614
20110424_0034	0	20110423_0044	1002
20110424_0034	0	20110422_0065	777
20110424_0039	0	20110423_0081	790
20110424_0039	0	20110319_0177	500
20110424_0039	0	20110423_0360	1022
20110424_0039	0	20110424_0019	729
20110424_0075	0	20110319_0227	649
20110424_0075	0	20110423_0161	906
20110424_0092	0	20110422_0066	539
20110424_0092	0	20110320_0064	677
20110424_0123	0	20110423_0010	655
20110424_0123	0	20110424_0166	732
20110424_0123	0	20110319_0100	513
20110424_0123	0	20110319_0037	546
20110424_0123	0	20110422_0073	605
20110424_0125	0	20110318_0005	541
20110424_0125	0	20110319_0091	572
20110424_0125	0	20110320_0167	685
20110424_0133	0	20110320_0067	827
20110424_0133	0	20110319_0207	604
20110424_0142	0	20110319_0037	540
20110424_0142	0	20110320_0135	721
20110424_0166	0	20110423_0086	617
20110424_0167	0	20110423_0286	672
20110424_0167	0	20110422_0106	509
20110424_0167	0	20110422_0052	496
20110424_0200	0	20110423_0369	785
20110424_0200	0	20110320_0178	767
20110424_0221	0	20110422_0082	591
20110424_0221	0	20110422_0065	780
20110424_0288	0	20110424_0200	818
20110424_0288	0	20110319_0190	569
20110424_0288	0	20110423_0201	730
20110424_0288	0	20110320_0135	704
20110424_0294	0	20110423_0031	851
20110424_0294	0	20110423_0204	619
20110424_0294	0	20110422_0106	500
20110424_0294	0	20110424_0288	949
20110424_0294	0	20110319_0091	562
20110318_0030	0	432
20110318_0030	0	445
20110318_0030	0	438
20110319_0040	0	575
20110319_0040	0	572
20110319_0040	0	560
20110319_0042	0	534
20110319_0042	0	525
20110319_0058	0	690
20110319_0058	0	688
20110319_0058	0	679
20110319_0059	0	623
20110319_0059	0	627
20110319_0059	0	633
20110319_0059	0	621
20110319_0059	0	630
20110319_0059	0	616
20110319_0059	0	615
20110319_0071	0	621
20110319_0077	0	546
20110319_0077	0	550
20110319_0077	0	551
20110319_0085	0	481
20110319_0085	0	499
20110319_0085	0	489
20110319_0097	0	493
20110319_0097	0	502
20110319_0097	0	491
20110319_0103	0	574
20110319_0103	0	585
20110319_0109	0	566
20110319_0109	0	576
20110319_0109	0	569
20110319_0109	0	562
20110319_0112	0	626
20110319_0112	0	634
20110319_0112	0	647
20110319_0112	0	632
20110319_0112	0	637
20110319_0112	0	631
20110319_0120	0	525
20110319_0120	0	524
20110319_0137	0	616
20110319_0137	0	622
20110319_0142	0	631
20110319_0142	0	630
20110319_0159	0	566
20110319_0159	0	565
20110319_0159	0	554
20110319_0174	0	662
20110319_0174	0	649
20110319_0174	0	642
20110319_0175	0	610
20110319_0175	0	613
20110319_0175	0	624
20110319_0175	0	616
20110319_0175	0	630
20110319_0187	0	566
20110319_0187	0	548
20110319_0187	0	561
20110319_0187	0	552
20110319_0187	0	554
20110319_0187	0	555
20110319_0188	0	506
20110319_0188	0	520
20110319_0188	0	517
20110319_0188	0	509
20110319_0188	0	523
20110319_0188	0	507
20110319_0204	0	530
20110319_0204	0	528
20110319_0208	0	567
20110319_0208	0	583
20110319_0208	0	576
20110319_0208	0	584
20110319_0214	0	626
20110319_0222	0	656
20110319_0222	0	653
20110319_0249	0	624
20110319_0249	0	638
20110319_0249	0	633
20110319_0281	0	575
20110319_0281	0	580
20110319_0281	0	588
20110319_0281	0	592
20110319_0281	0	584
20110319_0281	0	590
20110319_0281	0	585
20110319_0281	0	593
20110320_0007	0	622
20110320_0007	0	613
20110320_0020	0	728
20110320_0020	0	737
20110320_0024	0	732
20110320_0024	0	750
20110320_0024	0	733
20110320_0024	0	740
20110320_0028	0	729
20110320_0028	0	710
20110320_0030	0	853
20110320_0030	0	848
20110320_0030	0	856
20110320_0030	0	847
20110320_0030	0	835
20110320_0034	0	680
20110320_0034	0	686
20110320_0034	0	687
20110320_0034	0	677
20110320_0038	0	796
20110320_0038	0	788
20110320_0038	0	800
20110320_0038	0	803
20110320_0050	0	791
20110320_0089	0	722
20110320_0089	0	733
20110320_0089	0	739
20110320_0092	0	643
20110320_0092	0	653
20110320_0092	0	650
20110320_0096	0	864
20110320_0096	0	857
20110320_0096	0	866
20110320_0096	0	867
20110320_0100	0	869
20110320_0100	0	884
20110320_0116	0	747
20110320_0116	0	742
20110320_0116	0	748
20110320_0158	0	685
20110320_0158	0	688
20110320_0158	0	677
20110320_0158	0	692
20110320_0158	0	686
20110320_0166	0	800
20110320_0166	0	788
20110320_0166	0	795
20110320_0166	0	798
20110320_0172	0	710
20110320_0172	0	720
20110320_0172	0	725
20110320_0172	0	711
20110320_0172	0	714
20110320_0190	0	819
20110320_0200	0	710
20110320_0200	0	698
20110320_0200	0	693
20110320_0200	0	703
20110320_0200	0	699
20110422_0004	0	534
20110422_0004	0	548
20110422_0004	0	538
20110422_0004	0	540
20110422_0008	0	555
20110422_0008	0	552
20110422_0008	0	561
20110422_0008	0	544
20110422_0008	0	551
20110422_0008	0	564
20110422_0009	0	685
20110422_0018	0	697
20110422_0018	0	700
20110422_0018	0	703
20110422_0018	0	701
20110422_0055	0	494
20110422_0055	0	508
20110422_0058	0	611
20110422_0058	0	614
20110422_0058	0	612
20110422_0068	0	560
20110422_0068	0	562
20110422_0068	0	563
20110422_0104	0	575
20110422_0104	0	577
20110422_0104	0	562
20110422_0104	0	558
20110422_0109	0	576
20110422_0109	0	585
20110422_0109	0	589
20110422_0109	0	583
20110423_0011	0	649
20110423_0011	0	650
20110423_0013	0	546
20110423_0013	0	549
20110423_0013	0	540
20110423_0013	0	550
20110423_0049	0	575
20110423_0049	0	590
20110423_0075	0	652
20110423_0075	0	650
20110423_0099	0	687
20110423_0099	0	698
20110423_0099	0	684
20110423_0099	0	680
20110423_0122	0	800
20110423_0122	0	805
20110423_0122	0	796
20110423_0130	0	686
20110423_0131	0	690
20110423_0131	0	695
20110423_0131	0	697
20110423_0131	0	692
20110423_0131	0	701
20110423_0143	0	768
20110423_0143	0	770
20110423_0143	0	783
20110423_0153	0	654
20110423_0153	0	647
20110423_0153	0	642
20110423_0153	0	663
20110423_0164	0	702
20110423_0164	0	704
20110423_0173	0	618
20110423_0184	0	644
20110423_0184	0	667
20110423_0184	0	650
20110423_0184	0	664
20110423_0184	0	666
20110423_0191	0	788
20110423_0196	0	633
20110423_0196	0	627
20110423_0198	0	777
20110423_0198	0	764
20110423_0198	0	760
20110423_0202	0	673
20110423_0244	0	677
20110423_0256	0	1008
20110423_0256	0	1011
20110423_0278	0	669
20110423_0278	0	650
20110423_0279	0	622
20110423_0282	0	591
20110423_0282	0	599
20110423_0282	0	590
20110423_0282	0	589
20110423_0294	0	729
20110423_0294	0	714
20110423_0294	0	716
20110423_0294	0	731
20110423_0296	0	621
20110423_0296	0	627
20110423_0296	0	607
20110423_0299	0	739
20110423_0335	0	620
20110423_0335	0	628
20110423_0335	0	632
20110423_0335	0	640
20110423_0335	0	626
20110423_0364	0	707
20110423_0373	0	734
20110423_0373	0	733
20110424_0002	0	621
20110424_0002	0	597
20110424_0002	0	603
20110424_0002	0	604
20110424_0013	0	614
20110424_0013	0	602
20110424_0013	0	591
20110424_0013	0	594
20110424_0013	0	609
20110424_0013	0	596
20110424_0013	0	607
20110424_0013	0	598
20110424_0018	0	644
20110424_0018	0	642
20110424_0018	0	630
20110424_0018	0	648
20110424_0018	0	631
20110424_0028	0	696
20110424_0028	0	702
20110424_0055	0	954
20110424_0055	0	962
20110424_0067	0	924
20110424_0067	0	927
20110424_0067	0	940
20110424_0132	0	722
20110424_0132	0	719
20110424_0139	0	681
20110424_0139	0	666
20110424_0197	0	896
20110424_0197	0	904
20110424_0197	0	892
20110424_0197	0	914
20110424_0211	0	593
20110424_0211	0	590
20110424_0211	0	588
20110424_0211	0	582
20110424_0211	0	581
20110424_0233	0	602
20110424_0233	0	613
20110424_0233	0	622
20110424_0242	0	726
20110424_0276	0	890
20110424_0276	0	897
20110424_0276	0	906
20110424_0285	0	763
20110424_0285	0	775
20110424_0287	0	863
20110424_0287	0	856
20110424_0287	0	845
20110424_0296	0	1288
20110318_0030	0	20110423_0164	698
20110318_0030	0	20110423_0278	663
20110318_0030	0	20110319_0188	507
20110318_0030	0	20110319_0120	513
20110318_0030	0	20110319_0103	572
20110318_0030	0	20110423_0075	641
20110318_0030	0	20110424_0139	681
20110319_0040	0	20110320_0028	728
20110319_0040	0	20110320_0024	731
20110319_0040	0	20110424_0002	615
20110319_0040	0	20110319_0116	592
20110319_0040	0	20110423_0256	1006
20110319_0040	0	20110319_0249	635
20110319_0042	0	20110423_0296	611
20110319_0042	0	20110319_0120	527
20110319_0042	0	20110319_0187	553
20110319_0042	0	20110422_0068	558
20110319_0042	0	20110319_0137	612
20110319_0058	0	20110423_0131	699
20110319_0058	0	20110424_0018	629
20110319_0059	0	20110424_0296	1277
20110319_0059	0	20110319_0281	591
20110319_0059	0	20110318_0030	444
20110319_0059	0	20110320_0030	834
20110319_0071	0	20110319_0059	633
20110319_0077	0	20110320_0166	793
20110319_0077	0	20110319_0222	652
20110319_0077	0	20110319_0058	677
20110319_0077	0	20110423_0256	1010
20110319_0085	0	20110319_0120	530
20110319_0097	0	20110320_0024	748
20110319_0097	0	20110319_0175	611
20110319_0097	0	20110424_0139	661
20110319_0103	0	20110319_0222	642
20110319_0103	0	20110424_0002	614
20110319_0103	0	20110319_0085	492
20110319_0103	0	20110423_0335	630
20110319_0109	0	20110422_0068	543
20110319_0109	0	20110319_0249	637
20110319_0112	0	20110319_0042	520
20110319_0112	0	20110319_0249	648
20110319_0116	0	20110319_0159	560
20110319_0120	0	20110424_0139	676
20110319_0120	0	20110319_0174	660
20110319_0120	0	20110319_0109	579
20110319_0137	0	20110422_0018	699
20110319_0137	0	20110320_0020	719
20110319_0142	0	20110422_0109	586
20110319_0142	0	20110423_0099	691
20110319_0142	0	20110320_0096	865
20110319_0142	0	20110424_0132	712
20110319_0142	0	20110319_0214	611
20110319_0159	0	20110320_0100	869
20110319_0159	0	20110423_0153	643
20110319_0159	0	20110423_0164	697
20110319_0159	0	20110320_0060	713
20110319_0159	0	20110320_0116	756
20110319_0174	0	20110424_0139	663
20110319_0174	0	20110320_0200	690
20110319_0174	0	20110319_0188	516
20110319_0174	0	20110424_0028	704
20110319_0175	0	20110424_0055	948
20110319_0175	0	20110423_0279	620
20110319_0175	0	20110319_0103	578
20110319_0187	0	20110319_0077	564
20110319_0187	0	20110319_0120	525
20110319_0188	0	20110424_0028	712
20110319_0188	0	20110424_0197	911
20110319_0188	0	20110423_0299	754
20110319_0204	0	20110320_0200	703
20110319_0204	0	20110320_0200	696
20110319_0204	0	20110320_0007	619
20110319_0204	0	20110320_0038	811
20110319_0208	0	20110422_0004	540
20110319_0208	0	20110423_0278	657
20110319_0208	0	20110319_0116	600
20110319_0214	0	20110320_0190	808
20110319_0214	0	20110319_0071	644
20110319_0214	0	20110424_0233	605
20110319_0222	0	20110320_0030	842
20110319_0249	0	20110423_0164	699
20110319_0249	0	20110422_0109	589
20110319_0249	0	20110319_0116	605
20110319_0249	0	20110320_0050	791
20110319_0249	0	20110422_0109	576
20110319_0249	0	20110319_0085	485
20110319_0281	0	20110424_0211	595
20110320_0007	0	20110423_0364	711
20110320_0007	0	20110423_0191	778
20110320_0020	0	20110422_0004	548
20110320_0020	0	20110319_0204	534
20110320_0020	0	20110319_0077	547
20110320_0020	0	20110424_0242	731
20110320_0024	0	20110319_0116	598
20110320_0024	0	20110319_0116	612
20110320_0024	0	20110422_0068	557
20110320_0024	0	20110320_0096	877
20110320_0024	0	20110424_0242	742
20110320_0024	0	20110423_0299	747
20110320_0028	0	20110319_0058	685
20110320_0028	0	20110424_0055	965
20110320_0030	0	20110423_0256	1005
20110320_0030	0	20110424_0242	743
20110320_0034	0	20110424_0296	1296
20110320_0038	0	20110424_0028	703
20110320_0038	0	20110424_0002	618
20110320_0038	0	20110319_0188	515
20110320_0038	0	20110318_0030	438
20110320_0050	0	20110422_0109	570
