10	300
20110424_0075	0	317
20110424_0092	0	230
20110424_0092	0	232
20110424_0123	0	258
20110424_0123	0	268
20110424_0123	0	257
20110424_0123	0	255
20110424_0125	0	278
20110424_0125	0	268
20110424_0125	0	283
20110424_0125	0	281
20110424_0133	0	391
20110424_0133	0	392
20110424_0133	0	406
20110424_0133	0	397
20110424_0142	0	261
20110424_0167	0	248
20110424_0167	0	240
20110424_0200	0	299
20110424_0200	0	292
20110424_0200	0	293
20110424_0200	0	311
20110424_0221	0	374
20110424_0221	0	376
20110424_0221	0	391
20110424_0288	0	425
20110424_0288	0	410
20110424_0294	0	340
20110424_0294	0	345
20110424_0294	0	341
20110424_0294	0	355
20110318_0004	0	20110424_0075	297
20110318_0004	0	20110423_0326	169
20110318_0005	0	20110422_0034	232
20110318_0005	0	20110320_0067	277
20110318_0005	0	20110320_0178	247
20110318_0005	0	20110423_0160	216
20110318_0024	0	20110319_0037	204
20110318_0024	0	20110423_0170	305
20110318_0040	0	20110423_0005	207
20110319_0022	0	20110422_0090	245
20110319_0022	0	20110423_0286	295
20110319_0027	0	20110320_0135	263
20110319_0027	0	20110318_0024	254
20110319_0027	0	20110424_0200	296
20110319_0037	0	20110320_0065	394
20110319_0037	0	20110320_0064	278
20110319_0037	0	20110423_0088	273
20110319_0037	0	20110319_0226	337
20110319_0037	0	20110319_0177	257
20110319_0087	0	20110423_0201	243
20110319_0087	0	20110424_0167	236
20110319_0087	0	20110422_0066	258
20110319_0087	0	20110423_0261	335
20110319_0087	0	20110423_0092	238
20110319_0091	0	20110320_0065	384
20110319_0091	0	20110424_0221	390
20110319_0091	0	20110424_0167	255
20110319_0091	0	20110319_0226	338
20110319_0091	0	20110423_0204	214
20110319_0091	0	20110423_0204	211
20110319_0091	0	20110320_0135	270
20110319_0091	0	20110320_0008	272
20110319_0100	0	20110319_0087	266
20110319_0122	0	20110320_0134	230
20110319_0122	0	20110320_0043	263
20110319_0122	0	20110423_0170	293
20110319_0122	0	20110423_0326	186
20110319_0176	0	20110319_0087	273
20110319_0176	0	20110422_0052	244
20110319_0176	0	20110320_0169	258
20110319_0177	0	20110319_0226	345
20110319_0181	0	20110320_0138	226
20110319_0181	0	20110320_0067	276
20110319_0181	0	20110320_0027	309
20110319_0181	0	20110424_0133	391
20110319_0189	0	20110423_0285	511
20110319_0189	0	20110319_0176	236
20110319_0190	0	20110423_0094	219
20110319_0190	0	20110318_0004	217
20110319_0190	0	20110424_0034	473
20110319_0190	0	20110319_0091	257
20110319_0190	0	20110422_0052	224
20110319_0190	0	20110424_0034	478
20110319_0190	0	20110423_0277	323
20110319_0190	0	20110423_0286	290
20110319_0194	0	20110424_0294	337
20110319_0194	0	20110319_0027	300
20110319_0194	0	20110423_0168	185
20110319_0194	0	20110424_0019	298
20110319_0207	0	20110320_0161	246
20110319_0207	0	20110423_0356	208
20110319_0218	0	20110423_0004	226
20110319_0218	0	20110423_0255	332
20110319_0226	0	20110319_0177	252
20110319_0226	0	20110319_0027	283
20110319_0227	0	20110320_0169	268
20110319_0228	0	20110422_0033	232
20110319_0228	0	20110423_0356	223
20110319_0228	0	20110320_0134	228
20110319_0228	0	20110319_0190	260
20110319_0228	0	20110320_0156	261
20110319_0228	0	20110423_0094	218
20110319_0228	0	20110423_0242	258
20110320_0008	0	20110423_0201	239
20110320_0008	0	20110320_0156	244
20110320_0008	0	20110423_0044	386
20110320_0010	0	20110423_0004	219
20110320_0010	0	20110424_0034	481
20110320_0027	0	20110320_0008	266
20110320_0027	0	20110320_0065	386
20110320_0027	0	20110320_0156	256
20110320_0027	0	20110424_0167	252
20110320_0027	0	20110423_0204	217
20110320_0043	0	20110423_0044	386
20110320_0043	0	20110319_0037	199
20110320_0043	0	20110423_0094	212
20110320_0043	0	20110319_0194	228
20110320_0064	0	20110422_0090	256
20110320_0064	0	20110319_0226	348
20110320_0064	0	20110422_0034	215
20110320_0064	0	20110423_0356	226
20110320_0064	0	20110319_0207	265
20110320_0064	0	20110423_0081	249
20110320_0065	0	20110424_0123	252
20110320_0065	0	20110424_0142	257
20110320_0067	0	20110319_0228	265
20110320_0098	0	20110423_0094	225
20110320_0098	0	20110319_0176	226
20110320_0098	0	20110423_0168	184
20110320_0098	0	20110424_0125	289
20110320_0098	0	20110319_0194	237
20110320_0117	0	20110422_0082	257
20110320_0117	0	20110319_0176	238
20110320_0117	0	20110320_0167	223
20110320_0117	0	20110319_0190	252
20110320_0117	0	20110320_0167	212
20110320_0117	0	20110320_0173	231
20110320_0117	0	20110319_0022	207
20110320_0134	0	20110424_0142	261
20110320_0134	0	20110423_0038	367
20110320_0134	0	20110423_0369	269
20110320_0135	0	20110423_0286	295
20110320_0135	0	20110423_0328	243
20110320_0135	0	20110319_0218	263
20110320_0135	0	20110422_0052	235
20110320_0138	0	20110424_0019	303
20110320_0138	0	20110424_0221	376
20110320_0138	0	20110424_0125	289
20110320_0156	0	20110422_0065	348
20110320_0156	0	20110423_0004	203
20110320_0156	0	20110320_0178	253
20110320_0156	0	20110423_0168	195
20110320_0156	0	20110424_0294	345
20110320_0156	0	20110423_0031	247
20110320_0161	0	20110318_0024	262
20110320_0161	0	20110422_0065	325
20110320_0161	0	20110424_0039	391
20110320_0161	0	20110423_0255	322
20110320_0161	0	20110320_0187	237
20110320_0167	0	20110424_0075	298
20110320_0167	0	20110319_0181	279
20110320_0167	0	20110319_0122	211
20110320_0167	0	20110423_0010	264
20110320_0167	0	20110320_0138	238
20110320_0169	0	20110423_0168	190
20110320_0173	0	20110423_0261	327
20110320_0178	0	20110423_0285	500
20110320_0178	0	20110422_0106	228
20110320_0187	0	20110424_0142	260
20110320_0187	0	20110424_0167	241
20110320_0187	0	20110423_0004	208
20110320_0187	0	20110424_0200	306
20110320_0187	0	20110423_0161	282
20110320_0187	0	20110422_0052	247
20110320_0194	0	20110423_0031	248
20110320_0194	0	20110423_0261	348
20110320_0194	0	20110319_0122	208
20110320_0194	0	20110423_0201	240
20110422_0033	0	20110319_0122	221
20110422_0034	0	20110320_0065	393
20110422_0034	0	20110319_0228	279
20110422_0034	0	20110319_0022	204
20110422_0034	0	20110423_0285	512
20110422_0052	0	20110319_0189	245
20110422_0052	0	20110423_0094	213
20110422_0052	0	20110422_0082	252
20110422_0065	0	20110423_0277	318
20110422_0065	0	20110423_0161	289
20110422_0065	0	20110423_0168	181
20110422_0065	0	20110320_0173	223
20110422_0066	0	20110423_0004	203
20110422_0066	0	20110422_0065	327
20110422_0073	0	20110320_0027	311
20110422_0073	0	20110424_0200	296
20110422_0073	0	20110423_0094	225
20110422_0082	0	20110423_0010	254
20110422_0090	0	20110423_0255	311
20110422_0090	0	20110423_0369	288
20110422_0090	0	20110320_0117	291
20110422_0106	0	20110320_0169	257
20110422_0106	0	20110319_0181	274
20110423_0004	0	20110423_0031	248
20110423_0004	0	20110320_0117	313
20110423_0005	0	20110424_0288	425
20110423_0005	0	20110320_0194	302
20110423_0005	0	20110319_0227	299
20110423_0010	0	20110423_0261	326
20110423_0031	0	20110320_0067	289
20110423_0038	0	20110422_0052	228
20110423_0044	0	20110423_0094	218
20110423_0044	0	20110319_0177	258
20110423_0044	0	20110424_0142	253
20110423_0081	0	20110320_0008	276
20110423_0081	0	20110423_0285	512
20110423_0081	0	20110320_0138	240
20110423_0086	0	20110320_0134	231
20110423_0086	0	20110424_0133	397
20110423_0088	0	20110423_0369	283
20110423_0088	0	20110422_0066	271
20110423_0088	0	20110320_0043	262
20110423_0092	0	20110320_0173	242
20110423_0092	0	20110423_0031	250
20110423_0092	0	20110424_0039	391
20110423_0094	0	20110423_0170	302
20110423_0094	0	20110320_0010	224
20110423_0094	0	20110423_0004	221
20110423_0094	0	20110422_0082	261
20110423_0123	0	20110320_0008	285
20110423_0123	0	20110318_0004	218
20110423_0123	0	20110422_0066	266
20110423_0160	0	20110423_0005	208
20110423_0160	0	20110423_0369	277
20110423_0160	0	20110320_0135	249
20110423_0161	0	20110424_0092	242
20110423_0161	0	20110318_0024	259
20110423_0168	0	20110423_0277	326
20110423_0168	0	20110423_0286	295
20110423_0168	0	20110424_0142	242
20110423_0168	0	20110424_0166	241
20110423_0170	0	20110319_0190	253
20110423_0170	0	20110424_0288	425
20110423_0170	0	20110423_0092	219
20110423_0170	0	20110319_0122	222
20110423_0201	0	20110424_0200	300
20110423_0204	0	20110320_0027	304
20110423_0204	0	20110320_0027	317
20110423_0204	0	20110320_0010	221
20110423_0242	0	20110423_0161	291
20110423_0242	0	20110423_0360	377
20110423_0242	0	20110319_0022	198
20110423_0255	0	20110423_0319	228
20110423_0255	0	20110422_0066	272
20110423_0255	0	20110318_0040	238
20110423_0255	0	20110422_0033	233
20110423_0255	0	20110424_0123	252
20110423_0255	0	20110424_0221	374
20110423_0255	0	20110424_0075	309
20110423_0261	0	20110320_0008	262
20110423_0261	0	20110424_0075	297
20110423_0269	0	20110423_0160	211
20110423_0269	0	20110319_0190	260
20110423_0277	0	20110423_0081	257
20110423_0277	0	20110423_0088	273
20110423_0277	0	20110423_0328	246
20110423_0277	0	20110423_0269	236
20110423_0285	0	20110423_0326	184
20110423_0286	0	20110423_0168	188
20110423_0286	0	20110423_0292	274
20110423_0286	0	20110320_0167	226
20110423_0292	0	20110423_0044	395
20110423_0292	0	20110319_0226	344
20110423_0292	0	20110319_0100	241
20110423_0292	0	20110320_0173	227
20110423_0292	0	20110320_0043	247
20110423_0319	0	20110423_0170	292
20110423_0319	0	20110320_0138	224
20110423_0319	0	20110319_0122	211
20110423_0326	0	20110319_0022	208
20110423_0326	0	20110424_0039	398
20110423_0326	0	20110422_0090	258
20110423_0326	0	20110423_0168	198
20110423_0328	0	20110320_0167	212
20110423_0328	0	20110423_0161	282
20110423_0330	0	20110423_0170	308
20110423_0356	0	20110423_0123	238
20110423_0356	0	20110423_0319	240
20110423_0360	0	20110423_0170	289
20110423_0360	0	20110319_0189	245
20110423_0360	0	20110424_0221	393
20110423_0360	0	20110319_0027	298
20110423_0360	0	20110423_0094	230
20110423_0360	0	20110424_0014	232
20110423_0369	0	20110319_0037	219
20110424_0014	0	20110424_0288	418
20110424_0014	0	20110422_0090	246
20110424_0019	0	20110423_0010	269
20110424_0034	0	20110319_0177	256
20110424_0034	0	20110424_0019	298
20110424_0034	0	20110424_0014	250
20110424_0039	0	20110422_0034	220
20110424_0039	0	20110320_0156	257
20110424_0039	0	20110424_0125	270
20110424_0039	0	20110319_0207	268
20110424_0039	0	20110423_0328	245
20110424_0075	0	20110422_0052	243
20110424_0075	0	20110423_0292	292
20110424_0075	0	20110320_0194	312
20110424_0092	0	20110423_0330	254
20110424_0092	0	20110320_0194	311
20110424_0092	0	20110320_0134	230
20110424_0123	0	20110424_0294	348
20110424_0123	0	20110319_0027	305
20110424_0123	0	20110320_0156	257
20110424_0123	0	20110422_0090	258
20110424_0125	0	20110320_0098	250
20110424_0125	0	20110320_0010	232
20110424_0133	0	20110424_0167	240
20110424_0133	0	20110320_0167	225
20110424_0142	0	20110320_0027	317
20110424_0142	0	20110319_0177	258
20110424_0142	0	20110423_0242	243
20110424_0142	0	20110423_0319	224
20110424_0167	0	20110423_0369	280
20110424_0200	0	20110424_0221	371
20110424_0221	0	20110422_0082	254
20110424_0221	0	20110424_0294	344
20110424_0221	0	20110423_0010	263
20110424_0288	0	20110423_0261	343
20110424_0288	0	20110320_0043	256
20110424_0294	0	20110423_0319	227
20110318_0030	0	192
20110318_0030	0	198
20110318_0030	0	196
20110318_0030	0	178
20110319_0040	0	261
20110319_0040	0	259
20110319_0042	0	230
20110319_0042	0	210
20110319_0058	0	259
20110319_0058	0	251
20110319_0058	0	257
20110319_0059	0	241
20110319_0059	0	224
20110319_0059	0	235
20110319_0059	0	243
20110319_0059	0	225
20110319_0071	0	248
20110319_0071	0	257
20110319_0071	0	260
20110319_0077	0	266
20110319_0077	0	263
20110319_0077	0	258
20110319_0077	0	272
20110319_0085	0	186
20110319_0085	0	179
20110319_0097	0	226
20110319_0097	0	216
20110319_0097	0	219
20110319_0097	0	205
20110319_0103	0	275
20110319_0103	0	266
20110319_0103	0	270
20110319_0109	0	242
20110319_0112	0	249
20110319_0112	0	252
20110319_0112	0	235
20110319_0112	0	237
20110319_0116	0	238
20110319_0120	0	206
20110319_0120	0	190
20110319_0137	0	302
20110319_0137	0	311
20110319_0142	0	292
20110319_0142	0	282
20110319_0159	0	252
20110319_0159	0	255
20110319_0174	0	262
20110319_0175	0	322
20110319_0175	0	316
20110319_0175	0	304
20110319_0187	0	272
20110319_0188	0	245
20110319_0188	0	228
20110319_0204	0	241
20110319_0204	0	239
20110319_0208	0	219
20110319_0208	0	232
20110319_0208	0	212
20110319_0208	0	216
20110319_0208	0	223
20110319_0214	0	258
20110319_0222	0	286
20110319_0222	0	285
20110319_0249	0	302
20110319_0281	0	250
20110319_0281	0	261
20110320_0007	0	219
20110320_0007	0	238
20110320_0007	0	235
20110320_0020	0	294
20110320_0024	0	287
20110320_0024	0	277
20110320_0024	0	285
20110320_0028	0	264
20110320_0028	0	266
20110320_0028	0	274
20110320_0030	0	287
20110320_0030	0	272
20110320_0030	0	277
20110320_0030	0	286
20110320_0030	0	288
20110320_0034	0	243
20110320_0034	0	235
20110320_0034	0	229
20110320_0038	0	252
20110320_0038	0	261
20110320_0038	0	248
20110320_0038	0	263
20110320_0050	0	294
20110320_0060	0	276
20110320_0060	0	277
20110320_0060	0	275
20110320_0060	0	289
20110320_0089	0	262
20110320_0089	0	274
20110320_0092	0	191
20110320_0092	0	187
20110320_0092	0	190
20110320_0096	0	274
20110320_0100	0	322
20110320_0116	0	310
20110320_0116	0	307
20110320_0116	0	299
20110320_0116	0	318
20110320_0158	0	251
20110320_0158	0	247
20110320_0166	0	292
20110320_0172	0	241
20110320_0172	0	253
20110320_0172	0	249
20110320_0172	0	245
20110320_0188	0	284
20110320_0188	0	286
20110320_0188	0	270
20110320_0188	0	285
20110320_0188	0	282
20110320_0188	0	280
20110320_0190	0	292
20110320_0190	0	284
20110320_0190	0	285
20110320_0190	0	287
20110320_0190	0	291
20110320_0200	0	280
20110320_0200	0	297
20110320_0200	0	282
20110422_0004	0	223
20110422_0004	0	236
20110422_0008	0	236
20110422_0008	0	222
20110422_0009	0	297
20110422_0009	0	289
20110422_0018	0	274
20110422_0018	0	269
20110422_0018	0	286
20110422_0055	0	226
20110422_0055	0	216
20110422_0058	0	258
20110422_0058	0	268
20110422_0058	0	265
20110422_0068	0	262
20110422_0068	0	249
20110422_0068	0	257
20110422_0068	0	261
20110422_0068	0	270
20110422_0068	0	256
20110422_0104	0	241
20110422_0104	0	229
20110422_0104	0	234
20110422_0109	0	249
20110422_0109	0	229
20110423_0011	0	217
20110423_0011	0	230
20110423_0011	0	227
20110423_0013	0	171
20110423_0013	0	168
20110423_0013	0	174
20110423_0049	0	196
20110423_0049	0	180
20110423_0049	0	194
20110423_0075	0	218
20110423_0075	0	198
20110423_0075	0	208
20110423_0075	0	203
20110423_0099	0	266
20110423_0122	0	280
20110423_0122	0	271
20110423_0130	0	319
20110423_0130	0	332
20110423_0130	0	328
20110423_0130	0	341
20110423_0130	0	330
20110423_0130	0	329
20110423_0131	0	247
20110423_0131	0	242
20110423_0131	0	259
20110423_0131	0	245
20110423_0131	0	263
20110423_0143	0	316
20110423_0143	0	319
20110423_0143	0	324
20110423_0143	0	330
20110423_0143	0	311
20110423_0153	0	223
20110423_0153	0	224
20110423_0153	0	218
20110423_0153	0	237
20110423_0153	0	238
20110423_0153	0	228
20110423_0164	0	200
20110423_0164	0	194
20110423_0173	0	238
20110423_0173	0	218
20110423_0173	0	221
20110423_0184	0	271
20110423_0184	0	276
20110423_0184	0	267
20110423_0184	0	291
20110423_0191	0	357
20110423_0191	0	342
20110423_0191	0	344
20110423_0191	0	355
20110423_0196	0	240
20110423_0196	0	237
20110423_0198	0	285
20110423_0198	0	303
20110423_0198	0	292
20110423_0198	0	301
20110423_0198	0	291
20110423_0198	0	286
20110423_0202	0	265
20110423_0244	0	264
20110423_0244	0	262
20110423_0256	0	332
20110423_0278	0	257
20110423_0278	0	260
20110423_0279	0	251
20110423_0279	0	235
20110423_0279	0	227
20110423_0282	0	228
20110423_0282	0	233
20110423_0282	0	230
20110423_0282	0	219
20110423_0282	0	222
20110423_0294	0	263
20110423_0294	0	275
20110423_0294	0	272
20110423_0294	0	264
20110423_0294	0	256
20110423_0296	0	203
20110423_0296	0	202
20110423_0296	0	211
20110423_0296	0	224
20110423_0299	0	220
20110423_0335	0	216
20110423_0335	0	231
20110423_0335	0	222
20110423_0335	0	211
20110423_0364	0	266
20110423_0364	0	268
20110423_0364	0	272
20110423_0364	0	267
20110423_0364	0	279
20110423_0364	0	276
20110423_0373	0	300
20110423_0373	0	307
20110423_0373	0	298
20110423_0373	0	290
20110424_0002	0	204
20110424_0002	0	207
20110424_0002	0	200
20110424_0013	0	207
20110424_0013	0	215
20110424_0013	0	219
20110424_0013	0	214
20110424_0013	0	223
20110424_0013	0	213
20110424_0013	0	222
20110424_0018	0	232
20110424_0018	0	224
20110424_0018	0	238
20110424_0018	0	229
20110424_0028	0	253
20110424_0028	0	266
20110424_0028	0	252
20110424_0055	0	414
20110424_0055	0	413
20110424_0055	0	402
20110424_0067	0	338
20110424_0067	0	347
20110424_0067	0	335
20110424_0067	0	331
20110424_0067	0	336
20110424_0067	0	333
20110424_0132	0	262
20110424_0132	0	255
20110424_0132	0	267
20110424_0139	0	234
20110424_0197	0	322
20110424_0197	0	333
20110424_0197	0	331
20110424_0211	0	230
20110424_0211	0	245
20110424_0211	0	235
20110424_0233	0	271
20110424_0233	0	279
20110424_0233	0	284
20110424_0242	0	280
20110424_0242	0	288
20110424_0242	0	296
20110424_0276	0	391
20110424_0276	0	379
20110424_0285	0	335
20110424_0285	0	327
20110424_0285	0	318
20110424_0285	0	323
20110424_0287	0	332
20110424_0287	0	333
20110424_0287	0	330
20110424_0296	0	578
20110424_0296	0	571
20110318_0030	0	20110320_0166	274
20110318_0030	0	20110320_0166	272
20110318_0030	0	20110424_0132	247
20110318_0030	0	20110319_0058	255
20110318_0030	0	20110319_0077	266
20110319_0040	0	20110423_0184	288
20110319_0040	0	20110423_0131	245
20110319_0040	0	20110424_0233	285
20110319_0040	0	20110320_0050	314
20110319_0058	0	20110319_0204	261
20110319_0058	0	20110423_0049	191
20110319_0058	0	20110320_0060	286
20110319_0058	0	20110319_0109	240
20110319_0059	0	20110423_0373	305
20110319_0059	0	20110423_0294	265
20110319_0071	0	20110423_0335	229
20110319_0071	0	20110423_0282	222
20110319_0071	0	20110319_0042	230
20110319_0071	0	20110320_0158	250
20110319_0077	0	20110320_0030	282
20110319_0085	0	20110423_0335	229
20110319_0097	0	20110423_0184	288
20110319_0097	0	20110422_0018	274
20110319_0103	0	20110320_0188	282
20110319_0103	0	20110320_0089	262
20110319_0103	0	20110423_0130	322
20110319_0103	0	20110319_0040	256
20110319_0109	0	20110423_0153	230
20110319_0109	0	20110320_0028	278
20110319_0109	0	20110319_0085	176
20110319_0112	0	20110320_0116	309
20110319_0112	0	20110423_0173	221
20110319_0112	0	20110423_0131	242
20110319_0112	0	20110319_0120	205
20110319_0116	0	20110320_0166	291
20110319_0120	0	20110423_0279	230
20110319_0120	0	20110423_0184	288
20110319_0137	0	20110319_0042	206
20110319_0137	0	20110320_0166	277
20110319_0137	0	20110423_0296	224
20110319_0137	0	20110423_0143	307
20110319_0142	0	20110423_0049	190
20110319_0142	0	20110319_0042	219
20110319_0142	0	20110424_0197	333
20110319_0142	0	20110319_0208	228
20110319_0142	0	20110319_0040	263
20110319_0142	0	20110424_0139	225
20110319_0142	0	20110423_0153	232
20110319_0142	0	20110424_0013	219
20110319_0159	0	20110319_0175	306
20110319_0159	0	20110423_0198	289
20110319_0159	0	20110319_0188	236
20110319_0159	0	20110319_0103	268
20110319_0159	0	20110320_0038	270
20110319_0174	0	20110319_0120	209
20110319_0174	0	20110424_0296	571
20110319_0175	0	20110424_0285	328
20110319_0175	0	20110319_0103	283
20110319_0175	0	20110423_0173	220
20110319_0175	0	20110319_0071	261
20110319_0187	0	20110320_0188	277
20110319_0188	0	20110320_0188	273
20110319_0188	0	20110424_0211	232
20110319_0188	0	20110319_0204	257
20110319_0204	0	20110423_0299	237
20110319_0204	0	20110423_0013	168
20110319_0204	0	20110424_0055	408
20110319_0204	0	20110424_0197	322
20110319_0204	0	20110423_0196	249
20110319_0204	0	20110424_0132	264
20110319_0208	0	20110424_0287	318
20110319_0208	0	20110423_0049	176
20110319_0214	0	20110423_0198	303
20110319_0214	0	20110423_0013	172
20110319_0222	0	20110319_0085	180
20110319_0222	0	20110423_0296	222
20110319_0249	0	20110423_0011	224
20110319_0249	0	20110424_0242	290
20110320_0024	0	20110423_0184	291
20110320_0024	0	20110423_0013	166
20110320_0024	0	20110319_0097	219
20110320_0030	0	20110423_0131	247
20110320_0030	0	20110319_0112	242
20110320_0030	0	20110319_0174	253
20110320_0030	0	20110319_0159	252
20110320_0034	0	20110320_0030	271
20110320_0034	0	20110319_0281	262
20110320_0038	0	20110319_0116	257
20110320_0038	0	20110319_0112	242
20110320_0038	0	20110319_0120	202
20110320_0038	0	20110423_0013	150
20110320_0038	0	20110319_0109	247
20110320_0050	0	20110423_0364	266
20110320_0050	0	20110319_0281	253
20110320_0050	0	20110319_0208	220
20110320_0050	0	20110320_0188	282
20110320_0060	0	20110424_0002	205
20110320_0060	0	20110424_0055	390
20110320_0089	0	20110319_0097	225
20110320_0089	0	20110423_0202	279
20110320_0092	0	20110319_0187	249
20110320_0092	0	20110320_0190	283
20110320_0092	0	20110423_0198	303
20110320_0092	0	20110423_0049	200
20110320_0092	0	20110423_0130	322
20110320_0096	0	20110319_0040	257
20110320_0096	0	20110319_0204	261
20110320_0096	0	20110319_0249	311
20110320_0096	0	20110423_0164	199
20110320_0096	0	20110423_0278	253
